METAR,RCMQ,311600Z,020,19KT,9999,FEW008 BKN012 BKN040,14,12,Q1021,A3016,,,,,,,,
METAR,RCMQ,311500Z,010,11KT,9999,FEW008 BKN012 BKN040,14,12,Q1022,A3019,,,,,,,,
METAR,RCMQ,311400Z,020,13KT,9999,FEW008 BKN012 BKN040,14,12,Q1022,A3019,,,,,,,,
METAR,RCMQ,311330Z,020,11KT,9999,FEW008 BKN012 BKN040,14,12,Q1022,A3019,,,,,,,,
METAR,RCMQ,311300Z,020,15KT,9999,FEW008 BKN012 BKN040,15,13,Q1022,NOSIG,A3019,,,,,,,
METAR,RCMQ,311230Z,020,15KT,9999,FEW008 BKN012 BKN050,15,13,Q1022,NOSIG,A3019,,,,,,,
METAR,RCMQ,311200Z,020,19KT,9999,FEW008 BKN012 BKN050,15,13,Q1022,NOSIG,A3018,,,,,,,
METAR,RCMQ,311130Z,010,16KT,9999,FEW008 BKN012 BKN050,15,13,Q1022,NOSIG,A3018,,,,,,,
METAR,RCMQ,311100Z,010,16KT,9999,FEW008 BKN012 BKN050,15,13,Q1021,NOSIG,A3017,,,,,,,
METAR,RCMQ,311030Z,020,16KT,9999,FEW008 BKN012 BKN050,15,13,Q1021,NOSIG,A3016,,,,,,,
METAR,RCMQ,311000Z,020,16KT,9999,FEW008 BKN012 BKN050,15,13,Q1021,NOSIG,A3015,,,,,,,
METAR,RCMQ,310930Z,010,17KT,9999,FEW008 BKN012 BKN050,15,13,Q1021,NOSIG,A3015,,,,,,,
METAR,RCMQ,310900Z,010,17KT,9999,FEW008 BKN012 BKN050,16,13,Q1020,NOSIG,A3014,,,,,,,
METAR,RCMQ,310830Z,360,18KT,9999,FEW008 BKN012 BKN050,17,14,Q1020,NOSIG,A3013,,,,,,,
METAR,RCMQ,310800Z,360,18KT,9999,FEW008 BKN012 BKN050,18,14,Q1020,NOSIG,A3012,,,,,,,
METAR,RCMQ,310730Z,360,17KT,9999,FEW008 BKN012 BKN050,19,14,Q1019,NOSIG,A3011,,,,,,,
METAR,RCMQ,310700Z,360,15KT,9999,FEW008 BKN012 BKN050,19,15,Q1019,NOSIG,A3011,,,,,,,
METAR,RCMQ,310630Z,020,13KT,9999,FEW008 BKN012 BKN050,19,15,Q1020,NOSIG,A3012,,,,,,,
METAR,RCMQ,310600Z,010,16KT,9999,FEW008 BKN012 BKN050,19,15,Q1020,NOSIG,A3012,,,,,,,
METAR,RCMQ,310530Z,020,17KT,9999,FEW008 BKN012 BKN050,20,15,Q1020,NOSIG,A3013,,,,,,,
SPECI,RCMQ,310508Z,020,15KT,9999,FEW008 BKN012 BKN050,21,16,Q1020,NOSIG,A3013,,,,,,,
METAR,RCMQ,310500Z,020,14KT,9999,FEW004 BKN008 BKN020 BKN012,21,16,Q1020,<strong>BECMG<,strong>,A3013,,,,,,
METAR,RCMQ,310430Z,020,14KT,9999,FEW004 BKN008 BKN020,20,16,Q1021,NOSIG,A3015,,,,,,,
METAR,RCMQ,310400Z,020,14KT,9999,FEW004 BKN008 BKN020,19,16,Q1021,NOSIG,A3017,,,,,,,
METAR,RCMQ,310330Z,020,15KT,9999,SCT004 BKN008 BKN020,19,16,Q1022,NOSIG,A3018,,,,,,,
METAR,RCMQ,310300Z,010,15KT,9999,SCT004 BKN008 BKN020,18,16,Q1022,NOSIG,A3020,,,,,,,
METAR,RCMQ,310230Z,010,14KT,9999,SCT004 BKN008 BKN020,18,16,Q1022,NOSIG,A3020,,,,,,,
METAR,RCMQ,310200Z,010,17KT,9999,SCT004 BKN008 BKN020,18,16,Q1022,NOSIG,A3020,,,,,,,
SPECI,RCMQ,310134Z,350,15KT,9999,FEW004 BKN008 BKN020,18,16,Q1022,NOSIG,A3019,,,,,,,
METAR,RCMQ,310130Z,350,10KT,9999,SCT008 BKN020 BKN050 BKN008 SCT008,18,17,Q1022,<strong>BECMG<,strong>,A3019,APCH,CLD,,,,
METAR,RCMQ,310100Z,030,04KT,9999,SCT008 BKN050 SCT008,19,17,Q1022,NOSIG,A3019,APCH,CLD,,,,,
SPECI,RCMQ,310033Z,070,04KT,7000,BR,FEW006 BKN050,18,17,Q1021,NOSIG,A3017,,,,,,
METAR,RCMQ,310030Z,050,04KT,4800,BR,SCT006 BKN050,18,17,Q1021,<strong>BECMG<,strong>,6000,A3017,,,,
SPECI,RCMQ,310006Z,030,05KT,4800,BR,SCT006 BKN050,18,17,Q1021,<strong>BECMG<,strong>,6000,A3017,,,,
METAR,RCMQ,310000Z,020,06KT,4800,BR,SCT004 BKN010 BKN050 BKN050,18,17,Q1022,<strong>BECMG<,strong>,6000,A3018,,,,
SPECI,RCMQ,302349Z,020,06KT,4800,BR,SCT004 BKN010 BKN050,17,16,Q1021,NOSIG,A3017,,,,,,
SPECI,RCMQ,302339Z,040,05KT,3200,BR,SCT004 BKN010 BKN050,17,16,Q1021,NOSIG,A3017,,,,,,
METAR,RCMQ,302330Z,050,05KT,1600,BR,BKN002 BKN010 BKN002,17,16,Q1022,<strong>BECMG<,strong>,TL2400,3200,BR,A3018,,
SPECI,RCMQ,302315Z,030,06KT,1600,BR,BKN002 BKN010 BKN002,17,16,Q1021,<strong>BECMG<,strong>,TL2400,3200,BR,A3017,,
METAR,RCMQ,302300Z,020,10KT,1200,R36,P2000,BR,BKN002 OVC010 BKN002,16,16,Q1021,<strong>BECMG<,strong>,TL2400,1600,BR,A3017
METAR,RCMQ,302230Z,010,09KT,1200,R36,P2000,BR,BKN002 OVC010 BKN002,16,16,Q1021,<strong>BECMG<,strong>,TL2400,1600,BR,A3016
METAR,RCMQ,302200Z,360,09KT,1200,R36,P2000,BR,BKN002 OVC010 BKN002,17,16,Q1021,<strong>BECMG<,strong>,TL2400,1600,BR,A3016
METAR,RCMQ,302130Z,020,05KT,1200,R36,P2000,BR,BKN002 OVC010 BKN002,16,16,Q1020,<strong>BECMG<,strong>,TL2400,0800,FG,A3014
SPECI,RCMQ,302126Z,030,06KT,1200,R36,P2000,BR,BKN002 OVC010 BKN002,16,16,Q1020,<strong>BECMG<,strong>,TL2400,0800,FG,A3014
METAR,RCMQ,302100Z,020,06KT,0800,R36,1800U,FG,BKN002 OVC010 BKN002,16,16,Q1020,<strong>BECMG<,strong>,TL2400,0800,FG,A3014
METAR,RCMQ,302030Z,360,10KT,0800,R36,1600U,FG,BKN002 OVC010,16,16,Q1020,A3013,,,,,
METAR,RCMQ,302000Z,020,10KT,0800,R36,1200U,FG,BKN002 OVC010,16,16,Q1020,A3012,,,,,
SPECI,RCMQ,301906Z,010,11KT,0800,R36,1100D,FG,BKN002 OVC010,17,16,Q1020,A3012,,,,,
METAR,RCMQ,301900Z,360,11KT,1200,R36,1600D,BR,BKN002 OVC010,17,16,Q1020,A3012,,,,,
SPECI,RCMQ,301807Z,010,07KT,1200,R36,1800,BR,BKN002 OVC010,17,16,Q1020,A3012,,,,,
METAR,RCMQ,301800Z,020,07KT,1600,BR,BKN002 BKN010,17,16,Q1020,A3013,,,,,,,
METAR,RCMQ,301700Z,010,07KT,1600,BR,BKN002 BKN010,17,16,Q1020,A3014,,,,,,,
SPECI,RCMQ,301621Z,010,08KT,1600,BR,BKN002 BKN010,17,16,Q1021,A3015,,,,,,,
METAR,RCMQ,301600Z,010,07KT,1200,R36,P2000,BR,BKN002 OVC008,17,16,Q1021,A3016,,,,,
